company,status,analyst report,rating,industry,platform,Valuation / Cap,security type,momentum,amount raised,start date,close date,annual revenue,revenue multiple,investors,average daily raise,min investment,reg type,minority founders,Women Founders,lgbtq founders,social impact,state
Hidrent,Funded,No Report,-,"Consumer Products, Goods & Services",Microventures,"$3,500,000 ",Convertible Note,Closed,"$39,152 ",6/21/2019,8/19/2019,-,-,75,$664 ,$100 ,RegCF,-,-,-,-,Texas
"Begin, a Series of Jason’s Syndicate",Funded,No Report,-,"Education, Training, & Coaching",The Syndicate,-,Equity - Common,-,-,6/21/2019,6/25/2019,-,-,-,-,"$2,000 ",RegD 506b,-,-,-,-,Utah
SanMelix Laboratories,Funded,Top Deal,3.3,Healthcare & Pharmaceuticals,StartEngine,"$6,561,600 ",Equity - Common,Closed,"$1,069,997 ",6/20/2019,4/14/2021,-,-,"1,725","$1,611 ",$250 ,RegCF,-,Yes,-,Yes,Florida
Caribu,Funded,Deal To Watch,-,"Education, Training, & Coaching",Wefunder,"$5,000,000 ",SAFE,Closed,"$1,070,000 ",6/20/2019,9/16/2019,-,-,"2,074","$12,159 ",$500 ,RegCF,-,-,-,-,Florida
"Massive, a Series of Jason’s Syndicate",Funded,No Report,-,"Business Services, Software, & Applications",The Syndicate,-,Equity - Common,-,-,6/20/2019,6/25/2019,-,-,-,-,"$2,000 ",RegD 506b,-,-,-,-,Utah
BrewDog,Funded,Deal To Watch,-,"Alcohol, Tobacco, & Recreational Drugs",StartEngine,-,Equity - Common,Closed,"$886,980 ",6/18/2019,8/30/2020,-,-,"2,391","$2,020 ",$60 ,RegA+,-,-,-,-,Ohio
Bellwether Housing,Funded,No Report,-,Real Estate & Construction,Wefunder,-,Debt,Closed,"$302,521 ",6/18/2019,1/31/2020,-,-,122,"$1,333 ",$500 ,RegCF,-,-,-,-,Washington
Personal Airline,Funded,Underweight,-,Travel and Hospitality,StartEngine,"$3,625,266 ",Equity - Common,Closed,"$18,659 ",6/18/2019,11/12/2019,-,-,29,$127 ,$300 ,RegCF,-,-,-,-,California
Sly Fox Brewing,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Wefunder,-,Revenue Share,Closed,"$489,400 ",6/18/2019,8/4/2019,-,-,144,"$10,413 ","$1,000 ",RegCF,-,-,-,-,Pennsylvania
Leagueswype,Funded,No Report,-,"Media, Entertainment & Publishing",StartEngine,"$5,100,000 ",Equity - Common,Closed,"$12,690 ",6/17/2019,11/15/2019,-,-,31,$84 ,$100 ,RegCF,-,-,-,-,Illinois
GroundSwell SPC,Funded,No Report,-,Financial & Insurance Products & Services,StartEngine,"$8,000,000 ",Convertible Note,Closed,"$21,600 ",6/14/2019,9/30/2019,-,-,28,$200 ,$250 ,RegCF,-,-,-,-,Washington
Cityzenith,Funded,Deal To Watch,-,Real Estate & Construction,Republic,"$20,000,000 ",SAFE,Closed,"$1,070,000 ",6/13/2019,10/31/2019,-,-,"3,541","$7,643 ",$100 ,RegCF,-,-,-,-,Illinois
Incluzion,Funded,No Report,-,"Business Services, Software, & Applications",TruCrowd,"$3,689,816 ",Equity - Common,Closed,"$5,970 ",6/12/2019,9/30/2019,-,-,18,$54 ,$200 ,RegCF,-,-,-,-,Georgia
The Beta Test,Funded,No Report,-,"Media, Entertainment & Publishing",Wefunder,-,Revenue Share,Closed,"$350,000 ",6/11/2019,7/12/2019,-,-,401,"$11,290 ",$100 ,RegCF,-,-,-,-,California
Be More Pacific Houston,Funded,No Report,-,"Food, Beverage, & Restaurants",NextSeed,-,Revenue Share,Closed,"$206,400 ",6/8/2019,8/23/2019,-,-,264,"$2,716 ",$100 ,RegCF,-,-,-,-,Texas
Asprodental,Funded,Deal To Watch,-,"Business Services, Software, & Applications",Netcapital,"$4,347,000 ",Equity - Common,Closed,"$27,010 ",6/7/2019,12/3/2019,-,-,-,$151 ,$99 ,RegCF,-,-,-,-,California
Spintura,Funded,Underweight,-,"Consumer Products, Goods & Services",StartEngine,"$6,300,000 ",Equity - Common,Closed,"$26,358 ",6/7/2019,10/31/2019,-,-,28,$181 ,$250 ,RegCF,-,-,-,-,New York
Bot Image,Funded,No Report,-,Healthcare & Pharmaceuticals,StartEngine,"$10,906,875 ",Equity - Common,Closed,"$61,598 ",6/6/2019,11/4/2019,-,-,69,$408 ,$504 ,RegCF,-,-,-,-,Nebraska
Mighty Self,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Microventures,"$5,000,000 ",Convertible Note,Closed,"$84,950 ",6/5/2019,9/9/2019,-,-,355,$885 ,$100 ,RegCF,-,-,-,-,California
SupportPay,Funded,No Report,-,Financial & Insurance Products & Services,StartEngine,"$13,090,224 ",Equity - Common,Closed,"$12,667 ",6/4/2019,9/4/2019,-,-,24,$138 ,$399 ,RegCF,-,-,-,-,California
"Captiv8, a Series of Jason’s Syndicate",Funded,No Report,-,Marketing & Advertising,The Syndicate,-,Equity - Common,-,-,6/3/2019,6/4/2019,-,-,-,-,"$2,000 ",RegD 506b,-,-,-,-,Utah
Boon,Funded,Deal To Watch,-,Healthcare & Pharmaceuticals,Wefunder,"$6,500,000 ",Convertible Note,Closed,"$143,161 ",6/1/2019,10/31/2019,-,-,130,$942 ,$500 ,RegCF,-,-,-,-,North Carolina
SonicEnergy (previously uBeam),Funded,No Report,-,"Energy, Power, & Natural Resources",OurCrowd,-,Equity - Common,-,-,6/1/2019,7/25/2019,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,California
SmartGurlz,Funded,No Report,-,"Education, Training, & Coaching",Wefunder,"$7,000,000 ",Convertible Note,Closed,"$908,864 ",5/30/2019,12/9/2019,-,-,"1,529","$4,709 ",$100 ,RegCF,-,-,-,-,Virginia
AppApp,Funded,Underweight,-,"Food, Beverage, & Restaurants",Wefunder,Uncapped,SAFE,Closed,"$256,583 ",5/30/2019,7/31/2019,-,-,"1,186","$4,138 ",$100 ,RegCF,-,-,-,-,New York
Travelmate Robotics,Funded,No Report,-,"Consumer Products, Goods & Services",Wefunder,"$16,000,000 ",SAFE,Closed,"$787,422 ",5/29/2019,8/30/2019,-,-,968,"$8,467 ",$100 ,RegCF,-,-,-,-,Nevada
Loveseat.com,Funded,Top Deal,-,"Consumer Products, Goods & Services",Wefunder,"$7,000,000 ",SAFE,Closed,"$242,847 ",5/28/2019,12/9/2019,-,-,294,"$1,245 ",$100 ,RegCF,-,-,-,-,California
KingsCrowd,Funded,No Report,-,Financial & Insurance Products & Services,Netcapital,"$4,635,000 ",Equity - Common,Closed,"$998,467 ",5/27/2019,3/13/2020,"$2,293 ",1000x+,-,"$3,431 ",$99 ,RegCF,-,-,-,-,Massachusetts
SimpleShowing,Funded,Deal To Watch,-,Real Estate & Construction,Republic,"$8,000,000 ",SAFE,Closed,"$1,070,000 ",5/24/2019,10/15/2019,-,-,"4,901","$7,431 ",$100 ,RegCF,-,-,-,-,Georgia
Ambriza Boardwalk,Funded,No Report,-,"Food, Beverage, & Restaurants",NextSeed,-,Debt,Closed,"$300,000 ",5/24/2019,7/11/2019,-,-,227,"$6,250 ",$100 ,RegCF,-,-,-,-,Texas
"Shoot My Travel, a Series of Jason’s Syndicate",Funded,No Report,-,"Consumer Products, Goods & Services",The Syndicate,-,Equity - Common,-,-,5/24/2019,5/28/2019,-,-,-,-,"$1,000 ",RegD 506b,-,-,-,-,Utah
Caresplit,Funded,No Report,-,"Consumer Products, Goods & Services",Wefunder,-,SAFE,Closed,"$25,667 ",5/21/2019,9/30/2019,-,-,74,$194 ,$100 ,RegCF,-,-,-,-,Arizona
R3 Printing,Funded,No Report,-,Industrial Services,Republic,"$7,500,000 ",SAFE,Closed,"$435,000 ",5/21/2019,9/30/2019,-,-,"2,062","$3,295 ",$100 ,RegCF,-,-,-,-,California
South Plains Petroleum,Funded,No Report,-,"Energy, Power, & Natural Resources",StartEngine,"$8,313,000 ",Equity - Common,Closed,"$26,509 ",5/21/2019,8/19/2019,-,-,27,$295 ,$480 ,RegCF,-,-,-,-,Texas
vSpatial,Funded,No Report,-,"Business Services, Software, & Applications",Wefunder,"$14,700,000 ",Equity - Preferred,Closed,"$292,126 ",5/21/2019,8/15/2019,-,-,359,"$3,397 ",$200 ,RegCF,-,-,-,-,Utah
Veriglif,Funded,No Report,-,"Security, Cybersecurity, & Defense",Wefunder,"$7,000,000 ",Convertible Note,Closed,"$340,103 ",5/20/2019,10/1/2019,-,-,158,"$2,538 ","$1,000 ",RegCF,-,-,-,-,New York
Mealthy,Funded,Deal To Watch,-,"Consumer Products, Goods & Services",Republic,"$30,000,000 ",SAFE,Closed,"$1,070,000 ",5/20/2019,8/22/2019,-,-,"4,628","$11,383 ",$100 ,RegCF,-,-,-,-,California
EduNav,Funded,No Report,-,"Education, Training, & Coaching",OurCrowd,"$22,000,000 ",Equity - Common,-,-,5/19/2019,9/9/2019,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,California
Akamai Basics,Funded,No Report,-,Beauty & Personal Care,Wefunder,-,Debt,Closed,"$92,795 ",5/16/2019,10/25/2019,-,-,147,$573 ,$100 ,RegCF,-,-,-,-,Colorado
GiveTide,Funded,No Report,-,"Consumer Products, Goods & Services",Microventures,"$1,250,000 ",Convertible Note,Closed,"$62,150 ",5/16/2019,8/26/2019,-,-,91,$609 ,$100 ,RegCF,-,-,-,-,New Jersey
Flower Street Docs,Funded,No Report,-,"Media, Entertainment & Publishing",Microventures,-,Revenue Share,Closed,"$329,076 ",5/16/2019,8/12/2019,-,-,351,"$3,740 ",-,RegCF,-,-,-,-,California
Cannabis Big Data,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Microventures,"$4,000,000 ",Convertible Note,Closed,"$107,000 ",5/16/2019,7/1/2019,-,-,242,"$2,326 ",$100 ,RegCF,-,-,-,-,Colorado
Coursalytics,Funded,Deal To Watch,-,"Education, Training, & Coaching",SeedInvest,"$2,500,000 ",Convertible Note,Closed,"$76,794 ",5/16/2019,6/29/2019,-,-,-,"$1,745 ","$1,000 ",RegCF,-,-,-,-,Pennsylvania
420 Real Estate,Funded,No Report,-,Real Estate & Construction,Fundanna,"$2,500,000 ",Convertible Note,Closed,"$1,286,500 ",5/15/2019,5/15/2020,-,-,"2,854","$3,515 ",$200 ,RegCF,-,-,-,-,Texas
CHRGR,Funded,Deal To Watch,-,Marketing & Advertising,Republic,"$8,000,000 ",SAFE,Closed,"$1,070,000 ",5/15/2019,9/30/2019,-,-,"5,360","$7,754 ",$50 ,RegCF,-,-,-,-,New York
Across Movie,Funded,No Report,-,"Media, Entertainment & Publishing",TruCrowd,-,Revenue Share,Closed,"$115,900 ",5/15/2019,8/15/2019,-,-,48,"$1,260 ",$100 ,RegCF,-,-,-,-,Tennessee
Impact Hub Honolulu,Funded,No Report,-,Real Estate & Construction,Wefunder,-,Debt,Closed,"$172,304 ",5/14/2019,8/10/2019,-,-,139,"$1,958 ",$100 ,RegCF,-,-,-,-,Hawaii
360 ONLY Novelty,Funded,Underweight,-,"Consumer Products, Goods & Services",StartEngine,"$1,500,000 ",Equity - Common,Closed,"$10,160 ",5/13/2019,8/12/2019,-,-,10,$112 ,$150 ,RegCF,-,-,-,-,Texas
The Toasted Coconut,Funded,No Report,-,"Food, Beverage, & Restaurants",NextSeed,-,Debt,Closed,"$250,000 ",5/10/2019,6/27/2019,-,-,152,"$5,208 ",$100 ,RegCF,-,-,-,-,Texas
Urban Putt Denver,Funded,No Report,-,"Media, Entertainment & Publishing",NextSeed,-,Revenue Share,Closed,"$300,000 ",5/8/2019,8/13/2019,-,-,289,"$3,093 ",$100 ,RegCF,-,-,-,-,Colorado
East End Backyard,Funded,No Report,-,"Food, Beverage, & Restaurants",NextSeed,-,Revenue Share,Closed,"$175,000 ",5/8/2019,6/28/2019,-,-,162,"$3,431 ",$100 ,RegCF,-,-,-,-,Texas
"tonebase, a Series of Jason’s Syndicate",Funded,No Report,-,"Education, Training, & Coaching",The Syndicate,-,Equity - Common,-,-,5/8/2019,5/14/2019,-,-,-,-,"$2,000 ",RegD 506b,-,-,-,-,Utah
SouveNEAR,Funded,No Report,-,"Consumer Products, Goods & Services",Wefunder,"$5,000,000 ",SAFE,Closed,"$60,510 ",5/6/2019,8/21/2019,-,-,74,$566 ,$250 ,RegCF,-,-,-,-,Missouri
Railway Heights Market,Funded,No Report,-,"Food, Beverage, & Restaurants",NextSeed,-,Revenue Share,Closed,"$1,120,300 ",5/4/2019,11/29/2019,-,-,537,"$5,360 ",$100 ,RegCF,-,-,-,-,Texas
Core State Holdings,Funded,No Report,3.7,"Alcohol, Tobacco, & Recreational Drugs",Fundanna,"$4,054,000 ",Equity - Preferred,Closed,"$34,297 ",5/1/2019,6/30/2021,-,-,91,$43 ,$268 ,RegCF,-,-,-,-,Wyoming
Bounty0x,Funded,No Report,-,Marketing & Advertising,Republic,"$5,000,000 ",SAFE,Closed,"$76,143 ",5/1/2019,4/30/2020,-,-,369,$209 ,$100 ,RegCF,-,-,-,-,New York
Book+Main,Funded,No Report,-,Marketing & Advertising,Republic,"$6,000,000 ",SAFE,Closed,"$117,858 ",5/1/2019,8/30/2019,-,-,359,$974 ,$100 ,RegCF,-,-,-,-,Illinois
Airspace Experience Technologies,Funded,No Report,-,"Transportation, Automotive, Aviation, & Aerospace",SeedInvest,"$25,000,000 ",Equity - Preferred,Closed,"$577,928 ",5/1/2019,6/28/2019,-,-,-,"$9,964 ","$1,000 ",RegCF,-,-,-,-,Michigan
Lemonade,Funded,No Report,-,Financial & Insurance Products & Services,OurCrowd,-,Equity - Common,-,-,5/1/2019,6/26/2019,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,New York
CropX,Funded,No Report,-,Farming & Agriculture,OurCrowd,"$30,000,000 ",Equity - Common,-,-,5/1/2019,6/19/2019,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,California
enVerid,Funded,No Report,-,"Energy, Power, & Natural Resources",OurCrowd,-,Equity - Common,-,-,5/1/2019,6/5/2019,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,Massachusetts
InnaMed,Funded,Top Deal,-,Healthcare & Pharmaceuticals,Republic,"$12,000,000 ",SAFE,Closed,"$1,070,000 ",4/30/2019,7/31/2019,-,-,"2,796","$11,630 ",$60 ,RegCF,-,-,-,-,Pennsylvania
TBJ Gourmet,Funded,No Report,-,"Food, Beverage, & Restaurants",Wefunder,"$3,010,000 ",Equity - Preferred,Closed,"$136,992 ",4/26/2019,8/16/2019,-,-,253,"$1,223 ",$100 ,RegCF,-,-,-,-,Pennsylvania
GOffee,Funded,No Report,-,"Logistics, Delivery, & Supply Chain",StartEngine,"$2,900,000 ",Equity - Common,Closed,"$1,069,827 ",4/24/2019,10/21/2019,-,-,"2,447","$5,943 ",$250 ,RegCF,-,-,-,-,New York
Bumpy Pickle,Funded,No Report,-,"Food, Beverage, & Restaurants",NextSeed,-,Debt,Closed,"$173,700 ",4/24/2019,9/3/2019,-,-,276,"$1,316 ",$100 ,RegCF,-,-,-,-,Texas
Move,Funded,Top Deal,-,Retail Shops & Department Stores,Wefunder,"$25,000,000 ",SAFE,Closed,"$521,432 ",4/22/2019,7/31/2019,-,-,628,"$5,214 ",$100 ,RegCF,-,-,-,-,California
Modern Times,Funded,No Report,-,"Food, Beverage, & Restaurants",Wefunder,"$264,000,000 ",Equity - Common,Closed,"$1,069,832 ",4/22/2019,4/30/2019,-,-,"1,872","$133,729 ",$253 ,RegCF,-,-,-,-,California
Franny's Distribution,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",StartEngine,"$2,000,000 ",Equity - Common,Closed,"$106,938 ",4/18/2019,6/26/2019,-,-,318,"$1,550 ",$300 ,RegCF,-,-,-,-,North Carolina
Nahmias Et Fils Distillery,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Wefunder,"$2,000,000 ",Equity - Preferred,Closed,"$68,500 ",4/17/2019,2/8/2020,-,-,98,$231 ,$100 ,RegCF,-,-,-,-,New York
Orange Wolf Content,Funded,No Report,-,"Education, Training, & Coaching",TruCrowd,"$1,000,000 ",SAFE,Closed,"$11,700 ",4/17/2019,8/31/2019,-,-,20,$86 ,$250 ,RegCF,-,-,-,-,California
Esportz Entertainment,Funded,No Report,-,"Media, Entertainment & Publishing",StartEngine,"$5,050,000 ",Equity - Common,Closed,"$22,658 ",4/17/2019,7/8/2019,-,-,31,$276 ,$350 ,RegCF,-,-,-,-,California
Taste,Funded,Deal To Watch,-,"Consumer Products, Goods & Services",SeedInvest,"$3,000,000 ",Convertible Note,Closed,"$472,170 ",4/17/2019,6/17/2019,-,-,-,"$7,740 ",$500 ,RegCF,-,-,-,-,New York
Hugh O'Connors,Funded,No Report,-,"Food, Beverage, & Restaurants",NextSeed,-,Debt,Closed,"$55,000 ",4/17/2019,5/7/2019,-,-,84,"$2,750 ",$100 ,RegCF,-,-,-,-,Texas
Osiris Media,Funded,No Report,-,"Media, Entertainment & Publishing",SeedInvest,-,Debt,Closed,"$281,983 ",4/16/2019,6/1/2019,-,-,-,"$6,130 ","$1,000 ",RegCF,-,-,-,-,District of Columbia
Ubitquity,Funded,No Report,-,"Business Services, Software, & Applications",SeedInvest,"$2,500,000 ",Convertible Note,Closed,"$104,500 ",4/15/2019,5/31/2019,-,-,-,"$2,272 ","$1,000 ",RegCF,-,-,-,-,Delaware
Hunny,Funded,No Report,-,"Consumer Products, Goods & Services",Netcapital,"$11,875,000 ",Equity - Common,Closed,"$81,867 ",4/12/2019,7/12/2019,-,-,-,$900 ,$99 ,RegCF,-,-,-,-,Florida
HiveMind,Funded,No Report,-,"Energy, Power, & Natural Resources",Wefunder,"$1,500,000 ",Convertible Note,Closed,"$107,000 ",4/12/2019,4/30/2019,-,-,226,"$5,944 ",$100 ,RegCF,-,-,-,-,Georgia
Eclipse Diagnostics,Funded,No Report,-,Farming & Agriculture,StartEngine,"$11,189,805 ",Equity - Common,Closed,"$179,058 ",4/11/2019,4/29/2020,-,-,151,$466 ,$495 ,RegCF,-,-,-,-,California
"Postie, a Series of Jason’s Syndicate",Funded,No Report,-,Marketing & Advertising,The Syndicate,-,Equity - Common,-,-,4/9/2019,5/7/2019,-,-,-,-,"$2,000 ",RegD 506b,-,-,-,-,Utah
Kombucha Beer,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Wefunder,"$5,230,000 ",Equity - Preferred,Closed,"$57,350 ",4/5/2019,6/25/2019,-,-,37,$708 ,$500 ,RegCF,-,-,-,-,Michigan
Cytonics,Funded,Deal To Watch,-,Healthcare & Pharmaceuticals,SeedInvest,"$32,400,000 ",Convertible Note,Closed,"$429,344 ",4/5/2019,5/18/2019,-,-,-,"$9,985 ","$1,000 ",RegCF,-,-,-,-,Florida
Win-Win,Funded,No Report,-,"Consumer Products, Goods & Services",Republic,"$10,000,000 ",SAFE,Closed,"$330,351 ",4/4/2019,9/18/2019,-,-,554,"$1,978 ",$100 ,RegCF,-,-,-,-,California
Ogden's Own,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Localstake,"$20,000,000 ",Equity - Common,Closed,-,4/3/2019,1/16/2020,-,-,-,-,$495 ,RegCF,-,-,-,-,Utah
Arygin,Funded,No Report,-,"Media, Entertainment & Publishing",StartEngine,"$10,000,000 ",Equity - Common,Closed,"$45,057 ",4/2/2019,8/30/2019,-,-,79,$300 ,$100 ,RegCF,-,-,-,-,Texas
DailyPay,Funded,No Report,-,Financial & Insurance Products & Services,OurCrowd,"$500,000,000 ",Equity - Common,-,-,4/2/2019,5/31/2019,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,New York
FluentWorlds,Funded,No Report,-,"Education, Training, & Coaching",Wefunder,"$5,500,000 ",SAFE,Closed,"$180,466 ",4/1/2019,7/31/2019,-,-,182,"$1,491 ",$100 ,RegCF,-,-,-,-,Utah
Virgin Hyperloop One,Funded,No Report,-,"Transportation, Automotive, Aviation, & Aerospace",OurCrowd,-,Equity - Common,-,-,4/1/2019,5/3/2019,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,California
"Stylist LA, a Series of Jason’s Syndicate",Funded,No Report,-,Apparel & Fashion,The Syndicate,-,Equity - Common,-,-,3/29/2019,4/30/2019,-,-,-,-,"$2,000 ",RegD 506b,-,-,-,-,Utah
Neurohacker Collective,Funded,No Report,-,Fitness & Wellness,Wefunder,"$40,000,000 ",SAFE,Closed,"$363,652 ",3/28/2019,5/31/2019,-,-,221,"$5,682 ",$500 ,RegCF,-,-,-,-,California
Como Audio,Funded,Deal To Watch,-,"Consumer Products, Goods & Services",Wefunder,"$10,000,000 ",Equity - Preferred,Closed,"$276,403 ",3/26/2019,3/6/2020,-,-,237,$799 ,$300 ,RegCF,-,-,-,-,Massachusetts
Generation Genius,Funded,No Report,-,"Education, Training, & Coaching",StartEngine,"$9,000,000 ",Equity - Common,Closed,"$1,069,699 ",3/26/2019,5/28/2019,-,-,"1,178","$16,979 ",$525 ,RegCF,-,-,-,-,California
Trella Technologies,Funded,No Report,-,Farming & Agriculture,StartEngine,"$30,000,000 ",Convertible Note,Closed,"$368,687 ",3/20/2019,2/10/2021,$68 ,1000x+,779,$532 ,$200 ,RegCF,Yes,Yes,-,-,Massachusetts
Paygevity,Funded,No Report,-,Financial & Insurance Products & Services,StartEngine,"$11,000,000 ",Convertible Note,Closed,"$17,000 ",3/20/2019,4/30/2019,-,-,19,$415 ,$100 ,RegCF,-,-,-,-,New York
HUDWAY,Funded,No Report,-,"Transportation, Automotive, Aviation, & Aerospace",StartEngine,"$20,000,000 ",Equity - Common,Closed,"$15,250 ",3/20/2019,4/30/2019,-,-,32,$372 ,$250 ,RegCF,-,-,-,-,California
Lost Marbles Brewpub,Funded,No Report,-,"Food, Beverage, & Restaurants",Wefunder,"$2,210,000 ",Equity - Preferred,Closed,"$350,732 ",3/19/2019,9/15/2019,-,-,163,"$1,949 ","$1,000 ",RegCF,-,-,-,-,California
Take Me to Tarzana,Funded,No Report,-,"Media, Entertainment & Publishing",Wefunder,-,Revenue Share,Closed,"$175,000 ",3/19/2019,5/22/2019,-,-,160,"$2,734 ",$100 ,RegCF,-,-,-,-,California
Cloud DX,Funded,No Report,-,Healthcare & Pharmaceuticals,Wefunder,"$51,200,000 ",Equity - Common,Closed,"$155,762 ",3/18/2019,4/30/2019,-,-,211,"$3,622 ",$100 ,RegCF,-,-,-,-,New York
ORPC,Funded,No Report,-,"Energy, Power, & Natural Resources",Netcapital,"$37,165,084 ",Equity - Common,Closed,"$623,788 ",3/14/2019,7/25/2019,-,-,-,"$4,690 ",$110 ,RegCF,-,-,-,-,Delaware
CB4,Funded,No Report,-,"Business Services, Software, & Applications",OurCrowd,"$45,000,000 ",Equity - Common,-,-,3/14/2019,7/16/2019,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,New York
Venomyx Therapeutics,Funded,No Report,-,Healthcare & Pharmaceuticals,Wefunder,"$4,000,000 ",SAFE,Closed,"$297,421 ",3/14/2019,7/3/2019,-,-,506,"$2,679 ",$100 ,RegCF,-,-,-,-,California
Monogram Orthopaedics,Funded,Deal To Watch,-,Healthcare & Pharmaceuticals,SeedInvest,"$21,250,000 ",Equity - Preferred,Closed,"$14,588,668 ",3/13/2019,3/31/2020,-,-,-,"$37,991 ","$1,000 ",RegA+,-,-,-,-,Texas
Vantem Global,Funded,No Report,-,Real Estate & Construction,Netcapital,"$10,500,000 ",Equity - Common,Closed,"$469,635 ",3/11/2019,11/4/2019,-,-,-,"$1,973 ",$99 ,RegCF,-,-,-,-,Massachusetts
Womp,Funded,No Report,-,"Consumer Products, Goods & Services",Wefunder,"$4,000,000 ",SAFE,Closed,"$97,949 ",3/11/2019,7/31/2019,-,-,179,$690 ,$100 ,RegCF,-,-,-,-,New York
Totle,Funded,No Report,-,Financial & Insurance Products & Services,Republic,"$20,000,000 ",SAFE,Closed,"$147,577 ",3/8/2019,4/29/2019,-,-,221,"$2,838 ",$250 ,RegCF,-,-,-,-,Michigan
81-c,Funded,No Report,-,Financial & Insurance Products & Services,StartEngine,"$1,250,000 ",Equity - Tokens,Closed,"$79,181 ",3/7/2019,4/29/2020,-,-,45,$189 ,$499 ,RegCF,-,Yes,-,-,Florida
Quigler,Funded,No Report,-,Real Estate & Construction,StartEngine,"$8,071,875 ",Equity - Common,Closed,"$18,720 ",3/7/2019,11/30/2019,-,-,31,$70 ,$300 ,RegCF,-,-,-,-,Connecticut
Pratt Standard,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Wefunder,"$2,500,000 ",Convertible Note,Closed,"$91,063 ",3/7/2019,6/14/2019,-,-,85,$920 ,$100 ,RegCF,-,-,-,-,District of Columbia
misterb&b,Funded,Top Deal,-,Travel and Hospitality,Wefunder,"$40,000,000 ",Convertible Note,Closed,"$1,070,000 ",3/6/2019,7/26/2019,-,-,"2,034","$7,535 ",$100 ,RegCF,-,-,-,-,California
SleepChoices,Funded,No Report,-,"Consumer Products, Goods & Services",Republic,"$10,000,000 ",SAFE,Closed,"$35,110 ",3/6/2019,6/5/2019,-,-,56,$386 ,$100 ,RegCF,-,-,-,-,Florida
Bahari Energy,Funded,No Report,-,"Energy, Power, & Natural Resources",StartEngine,"$2,000,000 ",Equity - Preferred,Closed,"$4,500 ",3/1/2019,4/30/2019,-,-,10,$75 ,$250 ,RegCF,-,-,-,-,Maryland
Halo Energy,Funded,No Report,-,"Energy, Power, & Natural Resources",SeedInvest,"$4,000,000 ",Convertible Note,Closed,"$559,105 ",3/1/2019,4/15/2019,-,-,-,"$12,425 ","$1,000 ",RegCF,-,-,-,-,Massachusetts
Automed,Funded,No Report,-,Farming & Agriculture,SeedInvest,"$7,000,000 ",Convertible Note,Closed,"$100,700 ",3/1/2019,4/15/2019,-,-,-,"$2,238 ","$1,000 ",RegCF,-,-,-,-,Iowa
WaterRR,Funded,No Report,-,"Energy, Power, & Natural Resources",StartEngine,"$3,900,000 ",Equity - Common,Closed,"$151,190 ",2/28/2019,4/29/2020,-,-,406,$355 ,$100 ,RegCF,-,-,-,Yes,Montana
II Transatlantic,Funded,No Report,-,Marketing & Advertising,StartEngine,"$8,000,000 ",Equity - Preferred,Closed,"$27,500 ",2/28/2019,8/13/2019,-,-,6,$166 ,$500 ,RegCF,-,-,-,-,California
Medford Brewing Company,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Wefunder,-,Revenue Share,Closed,"$283,999 ",2/28/2019,5/24/2019,-,-,489,"$3,341 ",$100 ,RegCF,-,-,-,-,Massachusetts
CallingDr,Funded,No Report,-,Healthcare & Pharmaceuticals,StartEngine,"$5,800,000 ",Equity - Common,Closed,"$723,387 ",2/27/2019,11/22/2019,-,-,517,"$2,699 ",$200 ,RegCF,-,-,-,-,Florida
entreDonovan Wholesale,Funded,No Report,-,Apparel & Fashion,StartEngine,"$2,000,000 ",Equity - Common,Closed,"$13,200 ",2/27/2019,9/27/2019,-,-,31,$62 ,$200 ,RegCF,-,-,-,-,Delaware
Ghost Tequila,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Netcapital,"$17,292,072 ",Equity - Common,Closed,"$291,165 ",2/27/2019,4/30/2019,-,-,-,"$4,696 ",$100 ,RegCF,-,-,-,-,Massachusetts
Homefree,Funded,No Report,-,"Food, Beverage, & Restaurants",Wefunder,"$4,500,000 ",Convertible Note,Closed,"$126,957 ",2/25/2019,7/31/2019,-,-,67,$814 ,$100 ,RegCF,-,-,-,-,New Hampshire
"Talla, a Series of Jason’s Syndicate",Funded,No Report,-,"Business Services, Software, & Applications",The Syndicate,-,Equity - Common,-,-,2/25/2019,2/26/2019,-,-,-,-,"$2,000 ",RegD 506b,-,-,-,-,Utah
